county,year,month,births,Pop2010
"Newport News city, VA",2017,May,100,180719
"Newport News city, VA",2017,June,104,180719
"Newport News city, VA",2017,July,119,180719
"Newport News city, VA",2017,August,111,180719
"Newport News city, VA",2017,September,123,180719
"Newport News city, VA",2017,October,126,180719
"Newport News city, VA",2017,November,111,180719
"Newport News city, VA",2017,December,115,180719
"Newport News city, VA",2018,January,126,180719
"Newport News city, VA",2018,February,93,180719
"Newport News city, VA",2018,March,103,180719
"Newport News city, VA",2018,April,99,180719
"Newport News city, VA",2018,May,106,180719
"Newport News city, VA",2018,June,121,180719
"Newport News city, VA",2018,July,114,180719
"Newport News city, VA",2018,August,119,180719
"Newport News city, VA",2018,September,106,180719
"Newport News city, VA",2018,October,104,180719
"Newport News city, VA",2018,November,113,180719
"Newport News city, VA",2018,December,116,180719
"Newport News city, VA",2019,January,131,180719
"Newport News city, VA",2019,February,92,180719
"Newport News city, VA",2019,March,104,180719
"Newport News city, VA",2019,April,112,180719
"Newport News city, VA",2019,May,131,180719
"Newport News city, VA",2019,June,120,180719
"Newport News city, VA",2019,July,140,180719
"Newport News city, VA",2019,August,119,180719
"Newport News city, VA",2019,September,116,180719
"Newport News city, VA",2019,October,118,180719
"Newport News city, VA",2019,November,122,180719
"Newport News city, VA",2019,December,120,180719
"Norfolk city, VA",2016,January,136,242803
"Norfolk city, VA",2016,February,144,242803
"Norfolk city, VA",2016,March,197,242803
"Norfolk city, VA",2016,April,181,242803
"Norfolk city, VA",2016,May,199,242803
"Norfolk city, VA",2016,June,145,242803
"Norfolk city, VA",2016,July,160,242803
"Norfolk city, VA",2016,August,177,242803
"Norfolk city, VA",2016,September,162,242803
"Norfolk city, VA",2016,October,150,242803
"Norfolk city, VA",2016,November,171,242803
"Norfolk city, VA",2016,December,149,242803
"Norfolk city, VA",2017,January,154,242803
"Norfolk city, VA",2017,February,148,242803
"Norfolk city, VA",2017,March,141,242803
"Norfolk city, VA",2017,April,131,242803
"Norfolk city, VA",2017,May,156,242803
"Norfolk city, VA",2017,June,129,242803
"Norfolk city, VA",2017,July,144,242803
"Norfolk city, VA",2017,August,152,242803
"Norfolk city, VA",2017,September,147,242803
"Norfolk city, VA",2017,October,139,242803
"Norfolk city, VA",2017,November,139,242803
"Norfolk city, VA",2017,December,131,242803
"Norfolk city, VA",2018,January,106,242803
"Norfolk city, VA",2018,February,128,242803
"Norfolk city, VA",2018,March,146,242803
"Norfolk city, VA",2018,April,139,242803
"Norfolk city, VA",2018,May,126,242803
"Norfolk city, VA",2018,June,151,242803
"Norfolk city, VA",2018,July,150,242803
"Norfolk city, VA",2018,August,166,242803
"Norfolk city, VA",2018,September,156,242803
"Norfolk city, VA",2018,October,132,242803
"Norfolk city, VA",2018,November,112,242803
"Norfolk city, VA",2018,December,125,242803
"Norfolk city, VA",2019,January,110,242803
"Norfolk city, VA",2019,February,101,242803
"Norfolk city, VA",2019,March,102,242803
"Norfolk city, VA",2019,April,108,242803
"Norfolk city, VA",2019,May,121,242803
"Norfolk city, VA",2019,June,108,242803
"Norfolk city, VA",2019,July,131,242803
"Norfolk city, VA",2019,August,139,242803
"Norfolk city, VA",2019,September,141,242803
"Norfolk city, VA",2019,October,113,242803
"Norfolk city, VA",2019,November,123,242803
"Norfolk city, VA",2019,December,130,242803
"Richmond city, VA",2016,January,126,204214
"Richmond city, VA",2016,February,135,204214
"Richmond city, VA",2016,March,136,204214
"Richmond city, VA",2016,April,149,204214
"Richmond city, VA",2016,May,116,204214
"Richmond city, VA",2016,June,138,204214
"Richmond city, VA",2016,July,148,204214
"Richmond city, VA",2016,August,115,204214
"Richmond city, VA",2016,September,131,204214
"Richmond city, VA",2016,October,152,204214
"Richmond city, VA",2016,November,131,204214
"Richmond city, VA",2016,December,163,204214
"Richmond city, VA",2017,January,144,204214
"Richmond city, VA",2017,February,127,204214
"Richmond city, VA",2017,March,134,204214
"Richmond city, VA",2017,April,115,204214
"Richmond city, VA",2017,May,122,204214
"Richmond city, VA",2017,June,139,204214
"Richmond city, VA",2017,July,154,204214
"Richmond city, VA",2017,August,158,204214
"Richmond city, VA",2017,September,161,204214
"Richmond city, VA",2017,October,132,204214
"Richmond city, VA",2017,November,140,204214
"Richmond city, VA",2017,December,147,204214
"Richmond city, VA",2018,January,132,204214
"Richmond city, VA",2018,February,136,204214
"Richmond city, VA",2018,March,139,204214
"Richmond city, VA",2018,April,130,204214
"Richmond city, VA",2018,May,137,204214
"Richmond city, VA",2018,June,140,204214
"Richmond city, VA",2018,July,160,204214
"Richmond city, VA",2018,August,154,204214
"Richmond city, VA",2018,September,175,204214
"Richmond city, VA",2018,October,150,204214
"Richmond city, VA",2018,November,131,204214
"Richmond city, VA",2018,December,132,204214
"Richmond city, VA",2019,January,138,204214
"Richmond city, VA",2019,February,117,204214
"Richmond city, VA",2019,March,139,204214
"Richmond city, VA",2019,April,106,204214
"Richmond city, VA",2019,May,141,204214
"Richmond city, VA",2019,June,116,204214
"Richmond city, VA",2019,July,166,204214
"Richmond city, VA",2019,August,123,204214
"Richmond city, VA",2019,September,145,204214
"Richmond city, VA",2019,October,147,204214
"Richmond city, VA",2019,November,137,204214
"Richmond city, VA",2019,December,148,204214
"Virginia Beach city, VA",2016,January,240,437994
"Virginia Beach city, VA",2016,February,255,437994
"Virginia Beach city, VA",2016,March,288,437994
"Virginia Beach city, VA",2016,April,226,437994
"Virginia Beach city, VA",2016,May,266,437994
"Virginia Beach city, VA",2016,June,256,437994
"Virginia Beach city, VA",2016,July,275,437994
"Virginia Beach city, VA",2016,August,263,437994
"Virginia Beach city, VA",2016,September,258,437994
"Virginia Beach city, VA",2016,October,247,437994
"Virginia Beach city, VA",2016,November,263,437994
"Virginia Beach city, VA",2016,December,244,437994
"Virginia Beach city, VA",2017,January,229,437994
"Virginia Beach city, VA",2017,February,192,437994
"Virginia Beach city, VA",2017,March,215,437994
"Virginia Beach city, VA",2017,April,235,437994
"Virginia Beach city, VA",2017,May,233,437994
"Virginia Beach city, VA",2017,June,240,437994
"Virginia Beach city, VA",2017,July,241,437994
"Virginia Beach city, VA",2017,August,246,437994
"Virginia Beach city, VA",2017,September,230,437994
"Virginia Beach city, VA",2017,October,239,437994
"Virginia Beach city, VA",2017,November,204,437994
"Virginia Beach city, VA",2017,December,218,437994
"Virginia Beach city, VA",2018,January,190,437994
"Virginia Beach city, VA",2018,February,192,437994
"Virginia Beach city, VA",2018,March,202,437994
"Virginia Beach city, VA",2018,April,190,437994
"Virginia Beach city, VA",2018,May,208,437994
"Virginia Beach city, VA",2018,June,234,437994
"Virginia Beach city, VA",2018,July,198,437994
"Virginia Beach city, VA",2018,August,272,437994
"Virginia Beach city, VA",2018,September,229,437994
"Virginia Beach city, VA",2018,October,213,437994
"Virginia Beach city, VA",2018,November,193,437994
"Virginia Beach city, VA",2018,December,164,437994
"Virginia Beach city, VA",2019,January,201,437994
"Virginia Beach city, VA",2019,February,166,437994
"Virginia Beach city, VA",2019,March,160,437994
"Virginia Beach city, VA",2019,April,180,437994
"Virginia Beach city, VA",2019,May,170,437994
"Virginia Beach city, VA",2019,June,192,437994
"Virginia Beach city, VA",2019,July,199,437994
"Virginia Beach city, VA",2019,August,184,437994
"Virginia Beach city, VA",2019,September,183,437994
"Virginia Beach city, VA",2019,October,181,437994
"Virginia Beach city, VA",2019,November,165,437994
"Virginia Beach city, VA",2019,December,182,437994
"Benton County, WA",2016,January,106,175177
"Benton County, WA",2016,February,84,175177
"Benton County, WA",2016,March,92,175177
"Benton County, WA",2016,April,89,175177
"Benton County, WA",2016,May,95,175177
"Benton County, WA",2016,June,102,175177
"Benton County, WA",2016,July,115,175177
"Benton County, WA",2016,August,96,175177
"Benton County, WA",2016,September,87,175177
"Benton County, WA",2016,October,104,175177
"Benton County, WA",2016,November,78,175177
"Benton County, WA",2016,December,82,175177
"Benton County, WA",2017,January,88,175177
"Benton County, WA",2017,February,80,175177
"Benton County, WA",2017,March,84,175177
"Benton County, WA",2017,April,82,175177
"Benton County, WA",2017,May,113,175177
"Benton County, WA",2017,June,102,175177
"Benton County, WA",2017,July,121,175177
"Benton County, WA",2017,August,100,175177
"Benton County, WA",2017,September,84,175177
"Benton County, WA",2017,October,87,175177
"Benton County, WA",2017,November,82,175177
"Benton County, WA",2017,December,112,175177
"Benton County, WA",2018,January,88,175177
"Benton County, WA",2018,February,83,175177
"Benton County, WA",2018,March,114,175177
"Benton County, WA",2018,April,91,175177
"Benton County, WA",2018,May,88,175177
"Benton County, WA",2018,June,110,175177
"Benton County, WA",2018,July,115,175177
"Benton County, WA",2018,August,102,175177
"Benton County, WA",2018,September,90,175177
"Benton County, WA",2018,October,84,175177
"Benton County, WA",2018,November,86,175177
"Benton County, WA",2018,December,75,175177
"Benton County, WA",2019,January,110,175177
"Benton County, WA",2019,February,92,175177
"Benton County, WA",2019,March,84,175177
"Benton County, WA",2019,April,103,175177
"Benton County, WA",2019,May,75,175177
"Benton County, WA",2019,June,99,175177
"Benton County, WA",2019,July,106,175177
"Benton County, WA",2019,August,115,175177
"Benton County, WA",2019,September,89,175177
"Benton County, WA",2019,October,101,175177
"Benton County, WA",2019,November,66,175177
"Benton County, WA",2019,December,89,175177
"Clark County, WA",2016,January,232,425363
"Clark County, WA",2016,February,189,425363
"Clark County, WA",2016,March,204,425363
"Clark County, WA",2016,April,237,425363
"Clark County, WA",2016,May,206,425363
"Clark County, WA",2016,June,217,425363
"Clark County, WA",2016,July,216,425363
"Clark County, WA",2016,August,241,425363
"Clark County, WA",2016,September,226,425363
"Clark County, WA",2016,October,219,425363
"Clark County, WA",2016,November,202,425363
"Clark County, WA",2016,December,211,425363
"Clark County, WA",2017,January,243,425363
"Clark County, WA",2017,February,169,425363
"Clark County, WA",2017,March,194,425363
"Clark County, WA",2017,April,206,425363
"Clark County, WA",2017,May,216,425363
"Clark County, WA",2017,June,190,425363
"Clark County, WA",2017,July,221,425363
"Clark County, WA",2017,August,229,425363
"Clark County, WA",2017,September,225,425363
"Clark County, WA",2017,October,198,425363
"Clark County, WA",2017,November,199,425363
"Clark County, WA",2017,December,156,425363
"Clark County, WA",2018,January,178,425363
"Clark County, WA",2018,February,175,425363
"Clark County, WA",2018,March,215,425363
"Clark County, WA",2018,April,167,425363
"Clark County, WA",2018,May,202,425363
"Clark County, WA",2018,June,195,425363
"Clark County, WA",2018,July,197,425363
"Clark County, WA",2018,August,232,425363
"Clark County, WA",2018,September,196,425363
"Clark County, WA",2018,October,176,425363
"Clark County, WA",2018,November,187,425363
"Clark County, WA",2018,December,185,425363
"Clark County, WA",2019,January,181,425363
"Clark County, WA",2019,February,150,425363
"Clark County, WA",2019,March,205,425363
"Clark County, WA",2019,April,174,425363
"Clark County, WA",2019,May,212,425363
"Clark County, WA",2019,June,192,425363
"Clark County, WA",2019,July,231,425363
"Clark County, WA",2019,August,222,425363
"Clark County, WA",2019,September,160,425363
"Clark County, WA",2019,October,170,425363
"Clark County, WA",2019,November,171,425363
"Clark County, WA",2019,December,159,425363
"Cowlitz County, WA",2016,January,38,102410
"Cowlitz County, WA",2016,February,35,102410
"Cowlitz County, WA",2016,March,53,102410
"Cowlitz County, WA",2016,April,48,102410
"Cowlitz County, WA",2016,May,43,102410
"Cowlitz County, WA",2016,June,43,102410
"Cowlitz County, WA",2016,July,37,102410
"Cowlitz County, WA",2016,August,39,102410
"Cowlitz County, WA",2016,September,48,102410
"Cowlitz County, WA",2016,October,41,102410
"Cowlitz County, WA",2016,November,38,102410
"Cowlitz County, WA",2016,December,35,102410
"Cowlitz County, WA",2017,January,43,102410
"Cowlitz County, WA",2017,February,44,102410
"Cowlitz County, WA",2017,March,25,102410
"Cowlitz County, WA",2017,April,47,102410
"Cowlitz County, WA",2017,May,43,102410
"Cowlitz County, WA",2017,June,38,102410
"Cowlitz County, WA",2017,July,35,102410
"Cowlitz County, WA",2017,August,44,102410
"Cowlitz County, WA",2017,September,37,102410
"Cowlitz County, WA",2017,October,34,102410
"Cowlitz County, WA",2017,November,50,102410
"Cowlitz County, WA",2017,December,43,102410
"Cowlitz County, WA",2018,January,42,102410
"Cowlitz County, WA",2018,February,33,102410
"Cowlitz County, WA",2018,March,47,102410
"Cowlitz County, WA",2018,April,43,102410
"Cowlitz County, WA",2018,May,42,102410
"Cowlitz County, WA",2018,June,47,102410
"Cowlitz County, WA",2018,July,52,102410
"Cowlitz County, WA",2018,August,37,102410
"Cowlitz County, WA",2018,September,42,102410
"Cowlitz County, WA",2018,October,34,102410
"Cowlitz County, WA",2018,November,24,102410
"Cowlitz County, WA",2018,December,41,102410
"Cowlitz County, WA",2019,January,47,102410
"Cowlitz County, WA",2019,February,34,102410
"Cowlitz County, WA",2019,March,36,102410
"Cowlitz County, WA",2019,April,44,102410
"Cowlitz County, WA",2019,May,44,102410
"Cowlitz County, WA",2019,June,39,102410
"Cowlitz County, WA",2019,July,41,102410
"Cowlitz County, WA",2019,August,44,102410
"Cowlitz County, WA",2019,September,40,102410
"Cowlitz County, WA",2019,October,35,102410
"Cowlitz County, WA",2019,November,35,102410
"Cowlitz County, WA",2019,December,34,102410
"King County, WA",2016,January,1063,1931249
"King County, WA",2016,February,972,1931249
"King County, WA",2016,March,1080,1931249
"King County, WA",2016,April,996,1931249
