county,year,month,crashes,pop2010
Perry,2015,February,10,7915
Perry,2015,March,12,7915
Perry,2015,April,12,7915
Perry,2015,May,5,7915
Perry,2015,June,13,7915
Perry,2015,July,9,7915
Perry,2015,August,7,7915
Perry,2015,September,10,7915
Perry,2015,October,10,7915
Perry,2015,November,14,7915
Perry,2015,December,19,7915
Pickett,2015,January,6,5077
Pickett,2015,February,5,5077
Pickett,2015,March,2,5077
Pickett,2015,April,4,5077
Pickett,2015,May,14,5077
Pickett,2015,June,5,5077
Pickett,2015,July,8,5077
Pickett,2015,August,6,5077
Pickett,2015,September,7,5077
Pickett,2015,October,4,5077
Pickett,2015,November,5,5077
Pickett,2015,December,5,5077
Polk,2015,January,17,16825
Polk,2015,February,13,16825
Polk,2015,March,20,16825
Polk,2015,April,17,16825
Polk,2015,May,26,16825
Polk,2015,June,27,16825
Polk,2015,July,37,16825
Polk,2015,August,23,16825
Polk,2015,September,22,16825
Polk,2015,October,26,16825
Polk,2015,November,27,16825
Polk,2015,December,26,16825
Putnam,2015,January,191,72321
Putnam,2015,February,231,72321
Putnam,2015,March,234,72321
Putnam,2015,April,193,72321
Putnam,2015,May,203,72321
Putnam,2015,June,196,72321
Putnam,2015,July,216,72321
Putnam,2015,August,226,72321
Putnam,2015,September,234,72321
Putnam,2015,October,267,72321
Putnam,2015,November,258,72321
Putnam,2015,December,260,72321
Rhea,2015,January,31,31809
Rhea,2015,February,31,31809
Rhea,2015,March,24,31809
Rhea,2015,April,23,31809
Rhea,2015,May,40,31809
Rhea,2015,June,22,31809
Rhea,2015,July,36,31809
Rhea,2015,August,42,31809
Rhea,2015,September,48,31809
Rhea,2015,October,43,31809
Rhea,2015,November,44,31809
Rhea,2015,December,44,31809
Roane,2015,January,80,54181
Roane,2015,February,107,54181
Roane,2015,March,85,54181
Roane,2015,April,97,54181
Roane,2015,May,106,54181
Roane,2015,June,100,54181
Roane,2015,July,122,54181
Roane,2015,August,105,54181
Roane,2015,September,127,54181
Roane,2015,October,130,54181
Roane,2015,November,142,54181
Roane,2015,December,137,54181
Robertson,2015,January,99,66283
Robertson,2015,February,146,66283
Robertson,2015,March,146,66283
Robertson,2015,April,139,66283
Robertson,2015,May,190,66283
Robertson,2015,June,161,66283
Robertson,2015,July,131,66283
Robertson,2015,August,161,66283
Robertson,2015,September,151,66283
Robertson,2015,October,191,66283
Robertson,2015,November,202,66283
Robertson,2015,December,176,66283
Rutherford,2015,January,760,262604
Rutherford,2015,February,707,262604
Rutherford,2015,March,732,262604
Rutherford,2015,April,753,262604
Rutherford,2015,May,850,262604
Rutherford,2015,June,746,262604
Rutherford,2015,July,756,262604
Rutherford,2015,August,905,262604
Rutherford,2015,September,892,262604
Rutherford,2015,October,1111,262604
Rutherford,2015,November,986,262604
Rutherford,2015,December,930,262604
Scott,2015,January,24,22228
Scott,2015,February,21,22228
Scott,2015,March,21,22228
Scott,2015,April,10,22228
Scott,2015,May,26,22228
Scott,2015,June,17,22228
Scott,2015,July,21,22228
Scott,2015,August,18,22228
Scott,2015,September,23,22228
Scott,2015,October,18,22228
Scott,2015,November,17,22228
Scott,2015,December,21,22228
Sequatchie,2015,January,14,14112
Sequatchie,2015,February,15,14112
Sequatchie,2015,March,14,14112
Sequatchie,2015,April,21,14112
Sequatchie,2015,May,21,14112
Sequatchie,2015,June,10,14112
Sequatchie,2015,July,11,14112
Sequatchie,2015,August,21,14112
Sequatchie,2015,September,22,14112
Sequatchie,2015,October,28,14112
Sequatchie,2015,November,27,14112
Sequatchie,2015,December,25,14112
Sevier,2015,January,181,89889
Sevier,2015,February,175,89889
Sevier,2015,March,253,89889
Sevier,2015,April,266,89889
Sevier,2015,May,298,89889
Sevier,2015,June,305,89889
Sevier,2015,July,395,89889
Sevier,2015,August,307,89889
Sevier,2015,September,305,89889
Sevier,2015,October,352,89889
Sevier,2015,November,289,89889
Sevier,2015,December,332,89889
Shelby,2015,January,2479,927644
Shelby,2015,February,2348,927644
Shelby,2015,March,2662,927644
Shelby,2015,April,2868,927644
Shelby,2015,May,2968,927644
Shelby,2015,June,2604,927644
Shelby,2015,July,2707,927644
Shelby,2015,August,2802,927644
Shelby,2015,September,2934,927644
Shelby,2015,October,3232,927644
Shelby,2015,November,3135,927644
Shelby,2015,December,3143,927644
Smith,2015,January,47,19166
Smith,2015,February,49,19166
Smith,2015,March,42,19166
Smith,2015,April,36,19166
Smith,2015,May,33,19166
Smith,2015,June,48,19166
Smith,2015,July,59,19166
Smith,2015,August,53,19166
Smith,2015,September,67,19166
Smith,2015,October,49,19166
Smith,2015,November,69,19166
Smith,2015,December,50,19166
Stewart,2015,January,12,13324
Stewart,2015,February,11,13324
Stewart,2015,March,11,13324
Stewart,2015,April,13,13324
Stewart,2015,May,16,13324
Stewart,2015,June,23,13324
Stewart,2015,July,16,13324
Stewart,2015,August,20,13324
Stewart,2015,September,23,13324
Stewart,2015,October,22,13324
Stewart,2015,November,32,13324
Stewart,2015,December,32,13324
Sullivan,2015,January,305,156823
Sullivan,2015,February,304,156823
Sullivan,2015,March,346,156823
Sullivan,2015,April,349,156823
Sullivan,2015,May,343,156823
Sullivan,2015,June,320,156823
Sullivan,2015,July,302,156823
Sullivan,2015,August,365,156823
Sullivan,2015,September,340,156823
Sullivan,2015,October,412,156823
Sullivan,2015,November,406,156823
Sullivan,2015,December,392,156823
Sumner,2015,January,300,160645
Sumner,2015,February,291,160645
Sumner,2015,March,294,160645
Sumner,2015,April,300,160645
Sumner,2015,May,383,160645
Sumner,2015,June,299,160645
Sumner,2015,July,274,160645
Sumner,2015,August,377,160645
Sumner,2015,September,347,160645
Sumner,2015,October,383,160645
Sumner,2015,November,385,160645
Sumner,2015,December,350,160645
Tipton,2015,January,79,61081
Tipton,2015,February,79,61081
Tipton,2015,March,83,61081
Tipton,2015,April,82,61081
Tipton,2015,May,88,61081
Tipton,2015,June,79,61081
Tipton,2015,July,84,61081
Tipton,2015,August,96,61081
Tipton,2015,September,106,61081
Tipton,2015,October,95,61081
Tipton,2015,November,78,61081
Tipton,2015,December,97,61081
Trousdale,2015,January,15,7870
Trousdale,2015,February,21,7870
Trousdale,2015,March,22,7870
Trousdale,2015,April,14,7870
Trousdale,2015,May,16,7870
Trousdale,2015,June,18,7870
Trousdale,2015,July,13,7870
Trousdale,2015,August,19,7870
Trousdale,2015,September,17,7870
Trousdale,2015,October,22,7870
Trousdale,2015,November,22,7870
Trousdale,2015,December,22,7870
Unicoi,2015,January,30,18313
Unicoi,2015,February,35,18313
Unicoi,2015,March,28,18313
Unicoi,2015,April,31,18313
Unicoi,2015,May,31,18313
Unicoi,2015,June,34,18313
Unicoi,2015,July,27,18313
Unicoi,2015,August,31,18313
Unicoi,2015,September,25,18313
Unicoi,2015,October,32,18313
Unicoi,2015,November,34,18313
Unicoi,2015,December,45,18313
Union,2015,January,26,19109
Union,2015,February,12,19109
Union,2015,March,22,19109
Union,2015,April,19,19109
Union,2015,May,33,19109
Union,2015,June,24,19109
Union,2015,July,21,19109
Union,2015,August,27,19109
Union,2015,September,29,19109
Union,2015,October,19,19109
Union,2015,November,19,19109
Union,2015,December,17,19109
VanBuren,2015,January,14,NA
VanBuren,2015,February,16,NA
VanBuren,2015,March,9,NA
VanBuren,2015,April,15,NA
VanBuren,2015,May,15,NA
VanBuren,2015,June,16,NA
VanBuren,2015,July,22,NA
VanBuren,2015,August,13,NA
VanBuren,2015,September,17,NA
VanBuren,2015,October,17,NA
VanBuren,2015,November,18,NA
VanBuren,2015,December,16,NA
Warren,2015,January,85,39839
Warren,2015,February,72,39839
Warren,2015,March,74,39839
Warren,2015,April,52,39839
Warren,2015,May,75,39839
Warren,2015,June,65,39839
Warren,2015,July,65,39839
Warren,2015,August,83,39839
Warren,2015,September,85,39839
Warren,2015,October,86,39839
Warren,2015,November,84,39839
Warren,2015,December,86,39839
Washington,2015,January,286,122979
Washington,2015,February,286,122979
Washington,2015,March,332,122979
Washington,2015,April,343,122979
Washington,2015,May,316,122979
Washington,2015,June,252,122979
Washington,2015,July,316,122979
Washington,2015,August,314,122979
Washington,2015,September,395,122979
Washington,2015,October,417,122979
Washington,2015,November,369,122979
Washington,2015,December,436,122979
Wayne,2015,January,21,17021
Wayne,2015,February,30,17021
Wayne,2015,March,19,17021
Wayne,2015,April,21,17021
Wayne,2015,May,23,17021
Wayne,2015,June,19,17021
Wayne,2015,July,26,17021
Wayne,2015,August,19,17021
Wayne,2015,September,33,17021
Wayne,2015,October,25,17021
Wayne,2015,November,41,17021
Wayne,2015,December,35,17021
Weakley,2015,January,31,35021
Weakley,2015,February,29,35021
Weakley,2015,March,44,35021
Weakley,2015,April,45,35021
Weakley,2015,May,43,35021
Weakley,2015,June,37,35021
Weakley,2015,July,37,35021
Weakley,2015,August,45,35021
Weakley,2015,September,47,35021
Weakley,2015,October,47,35021
Weakley,2015,November,40,35021
Weakley,2015,December,42,35021
White,2015,January,33,25841
White,2015,February,41,25841
White,2015,March,40,25841
White,2015,April,39,25841
White,2015,May,33,25841
White,2015,June,55,25841
White,2015,July,33,25841
White,2015,August,59,25841
White,2015,September,30,25841
White,2015,October,48,25841
White,2015,November,63,25841
White,2015,December,37,25841
Williamson,2015,January,389,183182
Williamson,2015,February,371,183182
Williamson,2015,March,390,183182
Williamson,2015,April,396,183182
Williamson,2015,May,417,183182
Williamson,2015,June,426,183182
Williamson,2015,July,408,183182
Williamson,2015,August,476,183182
Williamson,2015,September,470,183182
Williamson,2015,October,537,183182
Williamson,2015,November,575,183182
Williamson,2015,December,544,183182
Wilson,2015,January,228,113993
Wilson,2015,February,231,113993
Wilson,2015,March,220,113993
Wilson,2015,April,230,113993
Wilson,2015,May,291,113993
Wilson,2015,June,258,113993
Wilson,2015,July,273,113993
Wilson,2015,August,295,113993
Wilson,2015,September,273,113993
Wilson,2015,October,328,113993
Wilson,2015,November,318,113993
Wilson,2015,December,343,113993
Anderson,2016,January,146,75129
Anderson,2016,February,177,75129
Anderson,2016,March,148,75129
Anderson,2016,April,177,75129
Anderson,2016,May,186,75129
Anderson,2016,June,183,75129
Anderson,2016,July,153,75129
Anderson,2016,August,183,75129
Anderson,2016,September,173,75129
Anderson,2016,October,183,75129
Anderson,2016,November,167,75129
Anderson,2016,December,205,75129
Bedford,2016,January,94,45058
Bedford,2016,February,96,45058
Bedford,2016,March,107,45058
Bedford,2016,April,81,45058
Bedford,2016,May,92,45058
Bedford,2016,June,117,45058
Bedford,2016,July,101,45058
Bedford,2016,August,100,45058
Bedford,2016,September,91,45058
Bedford,2016,October,92,45058
Bedford,2016,November,105,45058
Bedford,2016,December,125,45058
Benton,2016,January,27,16489
Benton,2016,February,36,16489
Benton,2016,March,39,16489
Benton,2016,April,21,16489
Benton,2016,May,23,16489
Benton,2016,June,29,16489
Benton,2016,July,31,16489
Benton,2016,August,23,16489
Benton,2016,September,27,16489
Benton,2016,October,36,16489
Benton,2016,November,33,16489
Benton,2016,December,33,16489
Bledsoe,2016,January,4,12876
Bledsoe,2016,February,10,12876
Bledsoe,2016,March,9,12876
Bledsoe,2016,April,7,12876
Bledsoe,2016,May,10,12876
Bledsoe,2016,June,9,12876
Bledsoe,2016,July,10,12876
Bledsoe,2016,August,8,12876
Bledsoe,2016,September,8,12876
Bledsoe,2016,October,8,12876
Bledsoe,2016,November,8,12876
Bledsoe,2016,December,5,12876
Blount,2016,January,266,123010
Blount,2016,February,253,123010
Blount,2016,March,287,123010
Blount,2016,April,313,123010
Blount,2016,May,296,123010
Blount,2016,June,245,123010
Blount,2016,July,282,123010
Blount,2016,August,304,123010
Blount,2016,September,329,123010
Blount,2016,October,308,123010
Blount,2016,November,314,123010
Blount,2016,December,265,123010
Bradley,2016,January,245,98963
Bradley,2016,February,223,98963
Bradley,2016,March,273,98963
Bradley,2016,April,271,98963
Bradley,2016,May,270,98963
Bradley,2016,June,248,98963
Bradley,2016,July,273,98963
Bradley,2016,August,245,98963
Bradley,2016,September,268,98963
Bradley,2016,October,268,98963
Bradley,2016,November,347,98963
Bradley,2016,December,305,98963
Campbell,2016,January,78,40716
Campbell,2016,February,97,40716
Campbell,2016,March,139,40716
Campbell,2016,April,83,40716
Campbell,2016,May,92,40716
Campbell,2016,June,87,40716
Campbell,2016,July,115,40716
Campbell,2016,August,86,40716
Campbell,2016,September,75,40716
Campbell,2016,October,103,40716
Campbell,2016,November,79,40716
Campbell,2016,December,103,40716
Cannon,2016,January,19,13801
Cannon,2016,February,16,13801
Cannon,2016,March,29,13801
Cannon,2016,April,17,13801
Cannon,2016,May,30,13801
Cannon,2016,June,20,13801
Cannon,2016,July,25,13801
Cannon,2016,August,26,13801
Cannon,2016,September,27,13801
Cannon,2016,October,23,13801
Cannon,2016,November,25,13801
Cannon,2016,December,21,13801
Carroll,2016,January,39,28522
Carroll,2016,February,25,28522
Carroll,2016,March,37,28522
Carroll,2016,April,34,28522
Carroll,2016,May,36,28522
Carroll,2016,June,37,28522
Carroll,2016,July,36,28522
Carroll,2016,August,49,28522
Carroll,2016,September,39,28522
Carroll,2016,October,45,28522
Carroll,2016,November,41,28522
Carroll,2016,December,36,28522
Carter,2016,January,100,57424
Carter,2016,February,88,57424
Carter,2016,March,102,57424
Carter,2016,April,95,57424
Carter,2016,May,96,57424
Carter,2016,June,83,57424
Carter,2016,July,94,57424
Carter,2016,August,119,57424
Carter,2016,September,115,57424
Carter,2016,October,98,57424
Carter,2016,November,100,57424
Carter,2016,December,108,57424
Cheatham,2016,January,75,39105
Cheatham,2016,February,89,39105
Cheatham,2016,March,67,39105
Cheatham,2016,April,62,39105
Cheatham,2016,May,80,39105
Cheatham,2016,June,79,39105
Cheatham,2016,July,64,39105
Cheatham,2016,August,99,39105
Cheatham,2016,September,78,39105
Cheatham,2016,October,96,39105
Cheatham,2016,November,113,39105
Cheatham,2016,December,87,39105
Chester,2016,January,31,17131
Chester,2016,February,22,17131
Chester,2016,March,24,17131
Chester,2016,April,27,17131
Chester,2016,May,23,17131
Chester,2016,June,24,17131
Chester,2016,July,24,17131
Chester,2016,August,19,17131
Chester,2016,September,23,17131
Chester,2016,October,23,17131
Chester,2016,November,46,17131
Chester,2016,December,44,17131
Claiborne,2016,January,39,32213
Claiborne,2016,February,42,32213
Claiborne,2016,March,50,32213
Claiborne,2016,April,41,32213
Claiborne,2016,May,57,32213
Claiborne,2016,June,26,32213
Claiborne,2016,July,45,32213
Claiborne,2016,August,37,32213
Claiborne,2016,September,41,32213
Claiborne,2016,October,35,32213
Claiborne,2016,November,41,32213
Claiborne,2016,December,36,32213
Clay,2016,January,6,7861
Clay,2016,February,17,7861
Clay,2016,March,11,7861
Clay,2016,April,5,7861
Clay,2016,May,6,7861
Clay,2016,June,11,7861
Clay,2016,July,7,7861
Clay,2016,August,8,7861
Clay,2016,September,5,7861
Clay,2016,October,7,7861
Clay,2016,November,7,7861
Clay,2016,December,15,7861
Cocke,2016,January,115,35662
Cocke,2016,February,74,35662
Cocke,2016,March,62,35662
Cocke,2016,April,97,35662
Cocke,2016,May,108,35662
Cocke,2016,June,90,35662
Cocke,2016,July,104,35662
Cocke,2016,August,127,35662
Cocke,2016,September,90,35662
Cocke,2016,October,101,35662
Cocke,2016,November,117,35662
Cocke,2016,December,92,35662
Coffee,2016,January,123,52796
Coffee,2016,February,111,52796
Coffee,2016,March,120,52796
Coffee,2016,April,110,52796
Coffee,2016,May,146,52796
Coffee,2016,June,126,52796
Coffee,2016,July,120,52796
Coffee,2016,August,146,52796
Coffee,2016,September,129,52796
Coffee,2016,October,149,52796
Coffee,2016,November,144,52796
Coffee,2016,December,185,52796
Crockett,2016,January,22,14586
Crockett,2016,February,26,14586
Crockett,2016,March,25,14586
Crockett,2016,April,23,14586
Crockett,2016,May,25,14586
Crockett,2016,June,27,14586
Crockett,2016,July,15,14586
Crockett,2016,August,19,14586
Crockett,2016,September,22,14586
Crockett,2016,October,22,14586
Crockett,2016,November,24,14586
Crockett,2016,December,18,14586
Cumberland,2016,January,124,56053
Cumberland,2016,February,101,56053
Cumberland,2016,March,118,56053
Cumberland,2016,April,100,56053
Cumberland,2016,May,147,56053
Cumberland,2016,June,128,56053
Cumberland,2016,July,121,56053
Cumberland,2016,August,161,56053
Cumberland,2016,September,123,56053
Cumberland,2016,October,132,56053
Cumberland,2016,November,153,56053
Cumberland,2016,December,117,56053
Davidson,2016,January,2544,626681
Davidson,2016,February,2479,626681
Davidson,2016,March,2729,626681
Davidson,2016,April,2787,626681
Davidson,2016,May,2798,626681
Davidson,2016,June,2714,626681
Davidson,2016,July,2583,626681
Davidson,2016,August,2939,626681
Davidson,2016,September,2868,626681
Davidson,2016,October,2911,626681
Davidson,2016,November,2919,626681
Davidson,2016,December,2892,626681
Decatur,2016,January,15,11757
Decatur,2016,February,10,11757
Decatur,2016,March,17,11757
Decatur,2016,April,17,11757
Decatur,2016,May,18,11757
Decatur,2016,June,17,11757
Decatur,2016,July,17,11757
Decatur,2016,August,26,11757
Decatur,2016,September,24,11757
Decatur,2016,October,35,11757
Decatur,2016,November,25,11757
Decatur,2016,December,22,11757
DeKalb,2016,January,20,18723
DeKalb,2016,February,21,18723
DeKalb,2016,March,22,18723
DeKalb,2016,April,29,18723
DeKalb,2016,May,35,18723
DeKalb,2016,June,31,18723
DeKalb,2016,July,38,18723
DeKalb,2016,August,33,18723
DeKalb,2016,September,38,18723
DeKalb,2016,October,22,18723
DeKalb,2016,November,31,18723
DeKalb,2016,December,20,18723
Dickson,2016,January,120,49666
Dickson,2016,February,150,49666
Dickson,2016,March,112,49666
Dickson,2016,April,149,49666
Dickson,2016,May,136,49666
Dickson,2016,June,131,49666
Dickson,2016,July,112,49666
Dickson,2016,August,146,49666
Dickson,2016,September,127,49666
Dickson,2016,October,135,49666
Dickson,2016,November,179,49666
Dickson,2016,December,144,49666
Dyer,2016,January,64,38335
Dyer,2016,February,57,38335
Dyer,2016,March,82,38335
Dyer,2016,April,84,38335
Dyer,2016,May,78,38335
Dyer,2016,June,77,38335
